,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Audio Text,Transcript Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,Audio URL,Transcript URL
61,Finance Committee,5/15/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161755&GUID=E1906177-D9C2-472D-B850-32C6B5B3EE75,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161755&GUID=E1906177-D9C2-472D-B850-32C6B5B3EE75&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161755&GUID=E1906177-D9C2-472D-B850-32C6B5B3EE75,,,,
62,Budget Committee,5/14/2002,,10:00 AM,Legislative ChamberRegular Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161757&GUID=8DD83533-F85A-430A-87B9-B5A7E22DEE87,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161757&GUID=8DD83533-F85A-430A-87B9-B5A7E22DEE87&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161757&GUID=8DD83533-F85A-430A-87B9-B5A7E22DEE87,,,,
63,Board of Supervisors,5/13/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77953&GUID=F75C2A71-ED4B-4D06-9170-87F9BFFD2F70,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77953&GUID=F75C2A71-ED4B-4D06-9170-87F9BFFD2F70&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77953&GUID=F75C2A71-ED4B-4D06-9170-87F9BFFD2F70,https://sfgov.legistar.com/View.ashx?M=M&ID=77953&GUID=F75C2A71-ED4B-4D06-9170-87F9BFFD2F70,,,
64,Transportation and Commerce Committee,5/9/2002,,9:30 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161749&GUID=248C9DD1-DD43-4A9C-A118-23B8E3C1A934,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161749&GUID=248C9DD1-DD43-4A9C-A118-23B8E3C1A934&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161749&GUID=248C9DD1-DD43-4A9C-A118-23B8E3C1A934,,,,
65,Finance Committee,5/8/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161753&GUID=A1865E1C-42DE-4F89-ADDA-F179321FA2CB,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161753&GUID=A1865E1C-42DE-4F89-ADDA-F179321FA2CB&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161753&GUID=A1865E1C-42DE-4F89-ADDA-F179321FA2CB,,,,
66,Rules and Audits Committee,5/7/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161751&GUID=368AB242-27C0-4608-8E1C-12D39885E4D5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161751&GUID=368AB242-27C0-4608-8E1C-12D39885E4D5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161751&GUID=368AB242-27C0-4608-8E1C-12D39885E4D5,,,,
67,Public Works and Public Protection Committee,5/7/2002,,10:00 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161752&GUID=7809D2F8-227E-40A1-AD19-6A3E8AD8DC5F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161752&GUID=7809D2F8-227E-40A1-AD19-6A3E8AD8DC5F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161752&GUID=7809D2F8-227E-40A1-AD19-6A3E8AD8DC5F,,,,
68,Budget Committee,5/7/2002,,10:00 AM,Legislative ChamberSpecial Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161754&GUID=CF15639B-46A1-4BCE-8A54-904718505B23,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161754&GUID=CF15639B-46A1-4BCE-8A54-904718505B23&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161754&GUID=CF15639B-46A1-4BCE-8A54-904718505B23,,,,
69,Board of Supervisors,5/6/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77952&GUID=4EF60EC2-126D-4A01-88B4-DC28B2D5CBB3,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77952&GUID=4EF60EC2-126D-4A01-88B4-DC28B2D5CBB3&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77952&GUID=4EF60EC2-126D-4A01-88B4-DC28B2D5CBB3,https://sfgov.legistar.com/View.ashx?M=M&ID=77952&GUID=4EF60EC2-126D-4A01-88B4-DC28B2D5CBB3,,,
70,Health and Human Services Committee,5/2/2002,,4:00 PM,"S.F. General Hospital, Carr Auditorium
1001 Potrero AvenueSpecial Off-Site Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161745&GUID=40D069B8-FDA1-429C-BE1A-0857B4C12979,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161745&GUID=40D069B8-FDA1-429C-BE1A-0857B4C12979&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161745&GUID=40D069B8-FDA1-429C-BE1A-0857B4C12979,,,,
71,Finance Committee,5/1/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161744&GUID=67F88DD2-84D8-4532-9D1A-D2CB2FDA6496,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161744&GUID=67F88DD2-84D8-4532-9D1A-D2CB2FDA6496&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161744&GUID=67F88DD2-84D8-4532-9D1A-D2CB2FDA6496,,,,
72,Budget Committee,4/30/2002,,10:00 AM,Legislative ChamberSpecial Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161748&GUID=6F72C378-7469-480D-B19E-7A1C806AA481,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161748&GUID=6F72C378-7469-480D-B19E-7A1C806AA481&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161748&GUID=6F72C378-7469-480D-B19E-7A1C806AA481,,,,
73,Board of Supervisors,4/29/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77951&GUID=DCCFA79F-8DC9-4650-B628-222A70B521A2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77951&GUID=DCCFA79F-8DC9-4650-B628-222A70B521A2&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77951&GUID=DCCFA79F-8DC9-4650-B628-222A70B521A2,https://sfgov.legistar.com/View.ashx?M=M&ID=77951&GUID=DCCFA79F-8DC9-4650-B628-222A70B521A2,,,
74,Health and Human Services Committee,4/29/2002,,12:00 PM,"City Hall, Room 263Special Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161747&GUID=447F8C8F-1988-47DB-9E01-C854EFE7ABD6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161747&GUID=447F8C8F-1988-47DB-9E01-C854EFE7ABD6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161747&GUID=447F8C8F-1988-47DB-9E01-C854EFE7ABD6,,,,
75,Neighborhood Services and Recreation Committee,4/25/2002,,2:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161739&GUID=4EEF04ED-A47C-4A87-9904-8AF92584D0A8,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161739&GUID=4EEF04ED-A47C-4A87-9904-8AF92584D0A8&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161739&GUID=4EEF04ED-A47C-4A87-9904-8AF92584D0A8,,,,
76,Transportation and Commerce Committee,4/25/2002,,9:30 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161741&GUID=40A15074-709A-4423-835A-A8D63CCC09A2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161741&GUID=40A15074-709A-4423-835A-A8D63CCC09A2&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161741&GUID=40A15074-709A-4423-835A-A8D63CCC09A2,,,,
77,Finance Committee,4/24/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161740&GUID=ECBC01AC-6A2C-4BF6-ACBD-070369B08DD4,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161740&GUID=ECBC01AC-6A2C-4BF6-ACBD-070369B08DD4&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161740&GUID=ECBC01AC-6A2C-4BF6-ACBD-070369B08DD4,,,,
78,Budget Committee,4/23/2002,,10:00 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161743&GUID=95FDCFE8-2728-4A99-82FC-4E960BC1A5A5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161743&GUID=95FDCFE8-2728-4A99-82FC-4E960BC1A5A5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161743&GUID=95FDCFE8-2728-4A99-82FC-4E960BC1A5A5,,,,
79,Board of Supervisors,4/22/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Not available,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77950&GUID=AE505497-5D57-4267-B893-BBB8B758E5AD,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77950&GUID=AE505497-5D57-4267-B893-BBB8B758E5AD&Options=info&Search=,,https://sfgov.legistar.com/View.ashx?M=M&ID=77950&GUID=AE505497-5D57-4267-B893-BBB8B758E5AD,,,
80,Health and Human Services Committee,4/18/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161733&GUID=3CF36677-455B-455C-A354-5D8DBC6432D3,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161733&GUID=3CF36677-455B-455C-A354-5D8DBC6432D3&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161733&GUID=3CF36677-455B-455C-A354-5D8DBC6432D3,,,,
81,City and School District Committee,4/17/2002,,3:00 PM,"Irving G. Breyer Board Meeting Room, 555 Franklin St.Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161737&GUID=89782627-3463-499F-AA58-82751651A2E2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161737&GUID=89782627-3463-499F-AA58-82751651A2E2&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161737&GUID=89782627-3463-499F-AA58-82751651A2E2,,,,
82,Finance Committee,4/17/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161736&GUID=872270EE-8948-4B01-999B-1133EF2D13C4,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161736&GUID=872270EE-8948-4B01-999B-1133EF2D13C4&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161736&GUID=872270EE-8948-4B01-999B-1133EF2D13C4,,,,
83,Rules and Audits Committee,4/16/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161735&GUID=E2E2F41F-F949-44B5-A447-7E4615BEF08C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161735&GUID=E2E2F41F-F949-44B5-A447-7E4615BEF08C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161735&GUID=E2E2F41F-F949-44B5-A447-7E4615BEF08C,,,,
84,Budget Committee,4/16/2002,,10:00 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161738&GUID=A0C93320-219E-4034-9459-641014659FC5,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161738&GUID=A0C93320-219E-4034-9459-641014659FC5&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161738&GUID=A0C93320-219E-4034-9459-641014659FC5,,,,
85,Public Works and Public Protection Committee,4/16/2002,,9:00 AM,"City Hall, Room 263Rescheduled Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161734&GUID=FF013ECE-9785-49E3-8455-CBBBFCED0E6C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161734&GUID=FF013ECE-9785-49E3-8455-CBBBFCED0E6C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161734&GUID=FF013ECE-9785-49E3-8455-CBBBFCED0E6C,,,,
86,Board of Supervisors,4/15/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77949&GUID=47BF5AF4-45B0-462A-AD09-38B4F5A3D10B,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77949&GUID=47BF5AF4-45B0-462A-AD09-38B4F5A3D10B&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77949&GUID=47BF5AF4-45B0-462A-AD09-38B4F5A3D10B,https://sfgov.legistar.com/View.ashx?M=M&ID=77949&GUID=47BF5AF4-45B0-462A-AD09-38B4F5A3D10B,,,
87,Neighborhood Services and Recreation Committee,4/11/2002,,2:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161732&GUID=602D532E-4448-457B-AF47-7316E8D49855,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161732&GUID=602D532E-4448-457B-AF47-7316E8D49855&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161732&GUID=602D532E-4448-457B-AF47-7316E8D49855,,,,
88,Transportation and Commerce Committee,4/11/2002,,9:30 AM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161729&GUID=AC6BB72C-9A0A-49AB-A14C-D09B28EDB71C,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161729&GUID=AC6BB72C-9A0A-49AB-A14C-D09B28EDB71C&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161729&GUID=AC6BB72C-9A0A-49AB-A14C-D09B28EDB71C,,,,
89,Finance Committee,4/10/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161730&GUID=8846B720-4378-4077-8973-AEB99B6067C6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161730&GUID=8846B720-4378-4077-8973-AEB99B6067C6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161730&GUID=8846B720-4378-4077-8973-AEB99B6067C6,,,,
90,Budget Committee,4/9/2002,,10:00 AM,Legislative Chamber - Second FloorRegular Meeting,Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161731&GUID=83976ECE-4EE7-4C74-BC0F-6DDEDB07A9C1,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161731&GUID=83976ECE-4EE7-4C74-BC0F-6DDEDB07A9C1&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161731&GUID=83976ECE-4EE7-4C74-BC0F-6DDEDB07A9C1,https://sfgov.legistar.com/View.ashx?M=M&ID=161731&GUID=83976ECE-4EE7-4C74-BC0F-6DDEDB07A9C1,,,
91,Board of Supervisors,4/8/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77948&GUID=C66E0D9E-5014-4D28-83BD-D7A1781E9DF2,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77948&GUID=C66E0D9E-5014-4D28-83BD-D7A1781E9DF2&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77948&GUID=C66E0D9E-5014-4D28-83BD-D7A1781E9DF2,https://sfgov.legistar.com/View.ashx?M=M&ID=77948&GUID=C66E0D9E-5014-4D28-83BD-D7A1781E9DF2,,,
92,Health and Human Services Committee,4/4/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161726&GUID=F7E82A30-7872-4184-B73B-291E508EED90,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161726&GUID=F7E82A30-7872-4184-B73B-291E508EED90&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161726&GUID=F7E82A30-7872-4184-B73B-291E508EED90,,,,
93,Transportation and Commerce Committee,4/4/2002,,9:30 AM,"City Hall, Room 263Rescheduled Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161722&GUID=FBFF4066-31EB-4ABB-9FC1-FB2AF0C8B2AF,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161722&GUID=FBFF4066-31EB-4ABB-9FC1-FB2AF0C8B2AF&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161722&GUID=FBFF4066-31EB-4ABB-9FC1-FB2AF0C8B2AF,,,,
94,Rules and Audits Committee,4/3/2002,,1:00 PM,Legislative Chambers - Second FloorRescheduled Meeting,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161727&GUID=4FB0CF5B-83FF-4BFE-AF19-FFA879E9D935,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161727&GUID=4FB0CF5B-83FF-4BFE-AF19-FFA879E9D935&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161727&GUID=4FB0CF5B-83FF-4BFE-AF19-FFA879E9D935,,,,
95,Finance Committee,4/3/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161728&GUID=15906DCF-8D42-4938-935E-6A2BCDE36DF6,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161728&GUID=15906DCF-8D42-4938-935E-6A2BCDE36DF6&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161728&GUID=15906DCF-8D42-4938-935E-6A2BCDE36DF6,,,,
96,Public Works and Public Protection Committee,4/3/2002,,9:00 AM,"City Hall, Room 263Rescheduled Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161725&GUID=5EDFABCC-C092-45AC-A36A-89C7B8F73053,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161725&GUID=5EDFABCC-C092-45AC-A36A-89C7B8F73053&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161725&GUID=5EDFABCC-C092-45AC-A36A-89C7B8F73053,,,,
97,Neighborhood Services and Recreation Committee,3/28/2002,,2:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161724&GUID=28A400A8-D348-47B1-B7BC-27D7CE757B85,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161724&GUID=28A400A8-D348-47B1-B7BC-27D7CE757B85&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161724&GUID=28A400A8-D348-47B1-B7BC-27D7CE757B85,,,,
98,Finance Committee,3/27/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161723&GUID=33F5146C-6EFC-4ACB-A0D0-7DD5324D1895,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161723&GUID=33F5146C-6EFC-4ACB-A0D0-7DD5324D1895&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161723&GUID=33F5146C-6EFC-4ACB-A0D0-7DD5324D1895,,,,
99,Board of Supervisors,3/25/2002,,2:00 PM,"Legislative Chamber - Second Floor
City Hall,  1 Dr. Carlton B. Goodlett Place
San Francisco, CA 94102-4689Regular meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=77947&GUID=94D9867A-6EB0-475C-859F-EC7293DBFA22,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=77947&GUID=94D9867A-6EB0-475C-859F-EC7293DBFA22&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=77947&GUID=94D9867A-6EB0-475C-859F-EC7293DBFA22,https://sfgov.legistar.com/View.ashx?M=M&ID=77947&GUID=94D9867A-6EB0-475C-859F-EC7293DBFA22,,,
0,Health and Human Services Committee,3/21/2002,,1:00 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161719&GUID=7B78FEAB-182A-4D54-8B57-B0A461F317A1,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161719&GUID=7B78FEAB-182A-4D54-8B57-B0A461F317A1&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161719&GUID=7B78FEAB-182A-4D54-8B57-B0A461F317A1,,,,
1,Finance Committee,3/20/2002,,12:30 PM,"City Hall, Room 263Regular Meeting",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,https://sfgov.legistar.com/View.ashx?M=IC&ID=161721&GUID=909C7BF2-A90B-45AC-802A-967BC1ED693F,,,https://sfgov.legistar.com/MeetingDetail.aspx?ID=161721&GUID=909C7BF2-A90B-45AC-802A-967BC1ED693F&Options=info&Search=,https://sfgov.legistar.com/View.ashx?M=A&ID=161721&GUID=909C7BF2-A90B-45AC-802A-967BC1ED693F,,,,
